date,condition,speaker,duration,start,end,IOI
20240724,conv,2,0.233664643,78.17133789,78.40500253,4.279637627
20240724,conv,2,0.291234193,78.40500253,78.69623673,3.433662747
20240724,conv,2,0.186497082,78.69623673,78.88273381,5.362014185
20240724,conv,2,0.311552858,78.88273381,79.19428667,3.20972822
20240724,conv,2,0.331693228,79.19428667,79.5259799,3.014833934
20240724,conv,2,0.229651971,79.90613488,80.13578685,4.354415047
20240724,conv,2,0.220118867,80.28479039,80.50490926,4.542999943
20240724,conv,2,0.182867982,80.50490926,80.68777724,5.468425857
20240724,conv,2,0.138844208,80.68777724,80.82662145,7.202316982
20240724,conv,2,0.230278199,80.82662145,81.05689965,4.342573474
20240724,conv,2,0.307518286,81.05689965,81.36441793,3.251839142
20240724,conv,2,0.819946808,84.73217287,85.55211968,1.219591308
20240724,conv,4,0.071115326,86.27380163,86.34491696,14.06166649
20240724,conv,4,0.220118867,86.34491696,86.56503582,4.542999943
20240724,conv,4,0.310766911,86.56503582,86.87580274,3.217845803
20240724,conv,4,0.165935761,87.11285382,87.27878958,6.026428495
20240724,conv,4,0.173494596,87.27878958,87.45228418,5.763868274
20240724,conv,4,0.1151391,87.45228418,87.56742328,8.685146949
20240724,conv,4,0.277688417,87.56742328,87.8451117,3.601158491
20240724,conv,4,0.152389985,87.8451117,87.99750168,6.562111028
20240724,conv,4,0.48347556,87.99750168,88.48097724,2.068356877
20240724,conv,4,0.345417299,88.63113609,88.97655339,2.895048983
20240724,conv,4,0.548603945,89.20205792,89.75066187,1.822808619
20240724,conv,4,0.233664643,89.75066187,89.98432651,4.279637627
20240724,conv,4,0.260756196,89.98432651,90.24508271,3.834999952
20240724,conv,4,0.242737394,90.24508271,90.4878201,4.119678399
20240724,conv,4,0.143317234,90.4878201,90.63113734,6.977527912
20240724,conv,4,0.169322205,90.63113734,90.80045954,5.905899925
20240724,conv,4,0.223505311,90.80045954,91.02396485,4.47416661
20240724,conv,4,0.49442084,91.24069728,91.73511812,2.022568468
20240724,conv,4,0.111752656,92.02932216,92.14107482,8.94833322
20240724,conv,4,0.493750849,92.14107482,92.63482567,2.025312973
20240724,conv,2,0.396213961,92.85622654,93.2524405,2.523888857
20240724,conv,4,0.255011911,94.95776313,95.21277505,3.921385456
20240724,conv,4,0.165935761,95.41831953,95.58425529,6.026428495
20240724,conv,4,0.135457764,95.62827907,95.76373683,7.382374907
20240724,conv,4,0.142230653,95.76373683,95.90596748,7.030833244
20240724,conv,4,0.291234193,95.90596748,96.19720168,3.433662747
20240724,conv,4,0.193027314,96.19720168,96.39022899,5.18061397
20240724,conv,4,0.343059458,96.39022899,96.73328845,2.914946598
20240724,conv,2,0.363378123,96.85755828,97.2209364,2.751954335
20240725,sing,6,0.237051088,1.057776935,1.294828022,4.218499947
20240725,sing,6,0.30477997,1.294828022,1.599607992,3.281055514
20240725,sing,6,0.230278199,1.775703085,2.005981285,4.342573474
20240725,sing,6,0.30477997,2.737453212,3.042233182,3.281055514
20240725,sing,6,0.216732423,3.042233182,3.258965604,4.613984317
20240725,sing,6,0.37928174,3.529881133,3.909162873,2.636562467
20240725,sing,7,0.270915529,11.70696399,11.97787951,3.691187453
20240725,sing,7,0.345417299,11.97787951,12.32329681,2.895048983
20240725,sing,7,0.365735964,12.32329681,12.68903278,2.734212928
20240725,sing,7,0.230278199,13.00735852,13.23763672,4.342573474
20240725,sing,7,0.203186646,13.23763672,13.44082337,4.921583271
20240725,sing,7,0.318325746,13.44082337,13.75914911,3.14143613
20240725,sing,7,0.478608208,13.75914911,14.23775732,2.089391663
20240725,sing,8,0.205511843,14.67615981,14.88167165,4.865899625
20240725,sing,8,0.521512393,14.88167165,15.40318404,1.917499976
20240725,sing,8,0.372508852,15.40318404,15.7756929,2.684499966
20240725,sing,8,0.480875063,15.7756929,16.25656796,2.079542227
20240725,sing,8,0.426691958,16.25656796,16.68325992,2.343611081
20240725,sing,8,0.399600405,16.68325992,17.08286032,2.502499968
20240725,sing,8,0.405122329,17.08286032,17.48798265,2.468390236
20240725,sing,9,0.250596864,17.72508125,17.97567812,3.990472923
20240725,sing,9,0.298007081,17.97567812,18.2736852,3.355624958
20240725,sing,9,0.18964087,18.2736852,18.46332607,5.273124933
20240725,sing,9,0.399600405,18.46332607,18.86292647,2.502499968
20240725,sing,9,0.291234193,18.98483846,19.27607265,3.433662747
20240725,sing,9,0.440237734,19.27607265,19.71631039,2.271499971
20240725,sing,9,0.731471927,19.71631039,20.44778231,1.367106464
20240725,sing,10,0.248345357,21.07078917,21.31913453,4.026650674
20240725,sing,10,0.399600405,21.31913453,21.71873494,2.502499968
20240725,sing,10,0.392827516,21.71873494,22.11156245,2.54564652
20240725,sing,10,0.56892261,22.11156245,22.68048506,1.757708311
20240725,sing,10,0.223505311,22.68048506,22.90399037,4.47416661
20240725,sing,10,0.392827516,22.90399037,23.29681789,2.54564652
20240725,sing,10,0.464855509,23.29681789,23.7616734,2.151206088
20240725,sing,6,0.261840555,23.90480033,24.16664089,3.819118094
20240725,sing,6,0.284461305,24.16664089,24.45110219,3.515416622
20240725,sing,6,0.474102175,24.45110219,24.92520437,2.109249973
20240725,sing,6,0.331871523,25.41285232,25.74472384,3.013214248
20240725,sing,6,0.528285281,25.74472384,26.27300912,1.892916643
20240725,sing,6,0.541831057,26.27300912,26.81484018,1.845593727
20240725,sing,6,0.81110878,26.81484018,27.62594896,1.232880256
20240725,sing,7,0.246990999,27.85092695,28.09791795,4.048730535
20240725,sing,7,0.413146181,28.09791795,28.51106413,2.420450789
20240725,sing,7,0.987147231,28.51106413,29.49821136,1.013020113
20240725,sing,8,0.286155753,29.49821136,29.78436712,3.494600366
20240725,sing,8,0.311552858,29.78436712,30.09591997,3.20972822
20240725,sing,8,0.413146181,30.09591997,30.50906615,2.420450789
20240725,sing,9,0.328093981,31.11576536,31.44385934,3.047907181
20240725,sing,9,0.365735964,31.44385934,31.80959531,2.734212928
20240725,sing,9,0.447010622,31.80959531,32.25660593,2.237083305
20240725,sing,9,0.413146181,32.47333835,32.88648453,2.420450789
20240725,sing,9,0.399600405,32.88648453,33.28608494,2.502499968
20240725,sing,9,0.223505311,33.28608494,33.50959025,4.47416661
20240725,sing,9,0.34241132,33.50959025,33.85200157,2.920464198
20240725,sing,10,0.247116179,34.62338576,34.87050194,4.046679593
20240725,sing,10,0.257369752,34.87050194,35.12787169,3.885460477
20240725,sing,10,0.237051088,35.12787169,35.36492278,4.218499947
20240725,sing,10,0.277688417,35.36492278,35.64261119,3.601158491
20240725,sing,10,0.399600405,35.64261119,36.0422116,2.502499968
20240725,sing,10,0.45378351,36.0422116,36.49599511,2.203694002
20240725,sing,10,0.392827516,36.49599511,36.88882263,2.54564652
20240725,sing,10,0.399600405,36.88882263,37.28842303,2.502499968
20240725,sing,10,0.61542271,37.28842303,37.90384574,1.624899414
20240725,sing,6,0.279341827,38.14572297,38.4250648,3.579843419
20240725,sing,6,0.555376834,38.4250648,38.98044163,1.800579246
20240725,sing,6,0.514739504,38.98044163,39.49518114,1.942730239
